Step_ID,Track_ID,Date,Forecast_Hour,Valid_Hour_UTC,Duration,Centroid_Lon,Centroid_Lat,Storm_Motion_U,Storm_Motion_V,UP_HELI_MAX_mean,UP_HELI_MAX_max,UP_HELI_MAX_min,UP_HELI_MAX_std,UP_HELI_MAX_skew,UP_HELI_MAX_percentile_10,UP_HELI_MAX_percentile_50,UP_HELI_MAX_percentile_90,GRPL_MAX_mean,GRPL_MAX_max,GRPL_MAX_min,GRPL_MAX_std,GRPL_MAX_skew,GRPL_MAX_percentile_10,GRPL_MAX_percentile_50,GRPL_MAX_percentile_90,W_UP_MAX_mean,W_UP_MAX_max,W_UP_MAX_min,W_UP_MAX_std,W_UP_MAX_skew,W_UP_MAX_percentile_10,W_UP_MAX_percentile_50,W_UP_MAX_percentile_90,W_DN_MAX_mean,W_DN_MAX_max,W_DN_MAX_min,W_DN_MAX_std,W_DN_MAX_skew,W_DN_MAX_percentile_10,W_DN_MAX_percentile_50,W_DN_MAX_percentile_90,HAIL_MAX2D_mean,HAIL_MAX2D_max,HAIL_MAX2D_min,HAIL_MAX2D_std,HAIL_MAX2D_skew,HAIL_MAX2D_percentile_10,HAIL_MAX2D_percentile_50,HAIL_MAX2D_percentile_90,HAIL_MAXK1_mean,HAIL_MAXK1_max,HAIL_MAXK1_min,HAIL_MAXK1_std,HAIL_MAXK1_skew,HAIL_MAXK1_percentile_10,HAIL_MAXK1_percentile_50,HAIL_MAXK1_percentile_90,LTG3_MAX_mean,LTG3_MAX_max,LTG3_MAX_min,LTG3_MAX_std,LTG3_MAX_skew,LTG3_MAX_percentile_10,LTG3_MAX_percentile_50,LTG3_MAX_percentile_90,RVORT1_MAX_mean,RVORT1_MAX_max,RVORT1_MAX_min,RVORT1_MAX_std,RVORT1_MAX_skew,RVORT1_MAX_percentile_10,RVORT1_MAX_percentile_50,RVORT1_MAX_percentile_90,UP_HELI_MAX03_mean,UP_HELI_MAX03_max,UP_HELI_MAX03_min,UP_HELI_MAX03_std,UP_HELI_MAX03_skew,UP_HELI_MAX03_percentile_10,UP_HELI_MAX03_percentile_50,UP_HELI_MAX03_percentile_90,UP_HELI_MIN_mean,UP_HELI_MIN_max,UP_HELI_MIN_min,UP_HELI_MIN_std,UP_HELI_MIN_skew,UP_HELI_MIN_percentile_10,UP_HELI_MIN_percentile_50,UP_HELI_MIN_percentile_90,WSPD10MAX_mean,WSPD10MAX_max,WSPD10MAX_min,WSPD10MAX_std,WSPD10MAX_skew,WSPD10MAX_percentile_10,WSPD10MAX_percentile_50,WSPD10MAX_percentile_90,REFD_MAX_mean,REFD_MAX_max,REFD_MAX_min,REFD_MAX_std,REFD_MAX_skew,REFD_MAX_percentile_10,REFD_MAX_percentile_50,REFD_MAX_percentile_90,UBSHR1-potential_mean,UBSHR1-potential_max,UBSHR1-potential_min,UBSHR1-potential_std,UBSHR1-potential_skew,UBSHR1-potential_percentile_10,UBSHR1-potential_percentile_50,UBSHR1-potential_percentile_90,VBSHR1-potential_mean,VBSHR1-potential_max,VBSHR1-potential_min,VBSHR1-potential_std,VBSHR1-potential_skew,VBSHR1-potential_percentile_10,VBSHR1-potential_percentile_50,VBSHR1-potential_percentile_90,UBSHR6-potential_mean,UBSHR6-potential_max,UBSHR6-potential_min,UBSHR6-potential_std,UBSHR6-potential_skew,UBSHR6-potential_percentile_10,UBSHR6-potential_percentile_50,UBSHR6-potential_percentile_90,VBSHR6-potential_mean,VBSHR6-potential_max,VBSHR6-potential_min,VBSHR6-potential_std,VBSHR6-potential_skew,VBSHR6-potential_percentile_10,VBSHR6-potential_percentile_50,VBSHR6-potential_percentile_90,PWAT-potential_mean,PWAT-potential_max,PWAT-potential_min,PWAT-potential_std,PWAT-potential_skew,PWAT-potential_percentile_10,PWAT-potential_percentile_50,PWAT-potential_percentile_90,SRH3-potential_mean,SRH3-potential_max,SRH3-potential_min,SRH3-potential_std,SRH3-potential_skew,SRH3-potential_percentile_10,SRH3-potential_percentile_50,SRH3-potential_percentile_90,LCL_HEIGHT-potential_mean,LCL_HEIGHT-potential_max,LCL_HEIGHT-potential_min,LCL_HEIGHT-potential_std,LCL_HEIGHT-potential_skew,LCL_HEIGHT-potential_percentile_10,LCL_HEIGHT-potential_percentile_50,LCL_HEIGHT-potential_percentile_90,CAPE_SFC-potential_mean,CAPE_SFC-potential_max,CAPE_SFC-potential_min,CAPE_SFC-potential_std,CAPE_SFC-potential_skew,CAPE_SFC-potential_percentile_10,CAPE_SFC-potential_percentile_50,CAPE_SFC-potential_percentile_90,CIN_SFC-potential_mean,CIN_SFC-potential_max,CIN_SFC-potential_min,CIN_SFC-potential_std,CIN_SFC-potential_skew,CIN_SFC-potential_percentile_10,CIN_SFC-potential_percentile_50,CIN_SFC-potential_percentile_90,MUCAPE-potential_mean,MUCAPE-potential_max,MUCAPE-potential_min,MUCAPE-potential_std,MUCAPE-potential_skew,MUCAPE-potential_percentile_10,MUCAPE-potential_percentile_50,MUCAPE-potential_percentile_90,UBSHR6-tendency_mean,UBSHR6-tendency_max,UBSHR6-tendency_min,UBSHR6-tendency_std,UBSHR6-tendency_skew,UBSHR6-tendency_percentile_10,UBSHR6-tendency_percentile_50,UBSHR6-tendency_percentile_90,VBSHR6-tendency_mean,VBSHR6-tendency_max,VBSHR6-tendency_min,VBSHR6-tendency_std,VBSHR6-tendency_skew,VBSHR6-tendency_percentile_10,VBSHR6-tendency_percentile_50,VBSHR6-tendency_percentile_90,REFD_MAX-tendency_mean,REFD_MAX-tendency_max,REFD_MAX-tendency_min,REFD_MAX-tendency_std,REFD_MAX-tendency_skew,REFD_MAX-tendency_percentile_10,REFD_MAX-tendency_percentile_50,REFD_MAX-tendency_percentile_90,area,eccentricity,major_axis_length,minor_axis_length,orientation,extent,Hail_Size,Shape,Location,Scale
mem9_GRPL_MAX_20160509-0000_01_04_000_00,mem9_GRPL_MAX_20160509-0000_01_04_000,2016-05-09 01:00:00,1.00000,1.00000,1.00000,-95.33729,38.85357,0.00000,0.00000,1.72740,3.94389,0.00000,1.32278,0.08917,0.00948,1.63823,3.34972,9.16554,11.77768,6.09090,1.38414,0.18582,7.58941,8.97972,11.03673,11.49645,17.49220,6.37429,3.17164,0.19680,7.31948,11.29965,15.58520,-4.30449,-2.79015,-6.84639,1.10276,0.03609,-5.55154,-4.34057,-2.87333,0.05466,0.06432,0.04762,0.00425,0.00202,0.04762,0.05263,0.05818,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.42214,0.51915,0.30412,0.05551,0.00862,0.35364,0.41351,0.51005,0.00066,0.00169,0.00021,0.00030,0.00002,0.00034,0.00064,0.00095,0.19752,1.17735,0.00000,0.35609,0.19752,0.00000,0.00000,0.92348,-17.16598,-7.66109,-31.22226,5.56548,-0.92459,-25.03526,-16.24139,-12.37831,7.13598,8.14690,5.92079,0.60631,-0.03297,6.33221,7.16895,8.02865,49.89768,50.55790,48.73527,0.50788,-0.11852,49.15932,50.01620,50.45006,-0.78336,-0.10788,-1.29538,0.34058,-0.01923,-1.23288,-0.76413,-0.29538,7.08945,8.46685,6.15435,0.60558,0.12260,6.31060,6.96685,7.99810,23.04762,23.51637,22.32887,0.32348,-0.06250,22.57887,23.11012,23.42262,7.86260,8.54770,6.48520,0.53890,-0.09135,7.14145,7.95395,8.51645,36.94448,37.56948,36.31948,0.34669,-0.06250,36.44448,37.00698,37.31948,163.03464,183.60001,140.50000,12.66160,0.38464,144.95000,162.65000,178.55000,276.50192,306.71826,251.46826,15.52296,1.03366,257.78076,275.46826,299.53076,253.46153,340.00000,170.00000,50.60726,3.46153,190.00000,250.00000,325.00000,-132.19231,-105.00000,-166.00000,19.63125,-5.69231,-160.50000,-126.50000,-111.00000,711.92310,860.00000,550.00000,90.04355,-3.07690,590.00000,715.00000,830.00000,-0.10803,7.76216,-8.92534,4.89124,-0.87019,-7.80034,0.76216,5.66841,2.89947,5.62302,-1.75198,1.56521,-0.09856,1.21677,2.99802,4.62302,49.89768,50.55790,48.73527,0.50788,-0.11852,49.15932,50.01620,50.45006,26.00000,0.78869,7.42886,4.56720,0.33823,0.74286,0.00000,0.00000,0.00000,0.00000
mem9_GRPL_MAX_20160509-0000_01_04_000_01,mem9_GRPL_MAX_20160509-0000_01_04_000,2016-05-09 02:00:00,2.00000,2.00000,2.00000,-95.26301,39.24251,3000.00000,45000.00000,6.58206,23.40056,0.00000,5.96771,0.51585,0.09415,6.06621,14.78032,11.37424,18.97663,6.06950,3.28698,0.02280,7.26400,11.35144,15.71082,11.12853,17.44941,4.60062,3.07317,0.08201,6.55663,11.04652,14.84269,-3.65323,-1.40569,-6.31768,1.08712,-0.15067,-5.07698,-3.50256,-2.21314,0.05885,0.07110,0.04762,0.00654,0.00067,0.05263,0.05818,0.06432,0.00094,0.01294,0.00000,0.00303,0.00094,0.00000,0.00000,0.00000,0.55286,0.83435,0.28804,0.13441,-0.02006,0.34544,0.57292,0.72887,0.00115,0.00225,0.00020,0.00049,-0.00002,0.00052,0.00118,0.00181,0.44257,2.36852,0.00000,0.70692,0.41350,0.00000,0.02907,1.75977,-13.74221,-1.78238,-30.95813,6.00081,-0.63585,-21.75117,-13.10636,-6.27373,7.44804,12.28113,5.92748,1.35033,0.44144,6.31448,7.00660,9.23411,49.93347,62.24669,37.25657,3.70818,0.58352,46.37674,49.34996,55.41133,-1.42625,0.26612,-3.17138,0.63112,-0.19237,-2.32138,-1.23388,-0.92138,7.46488,12.67673,5.23923,1.57947,0.41315,5.86423,7.05173,9.43923,20.48876,26.84103,15.65353,2.50673,0.33523,17.50353,20.15353,24.44103,1.44182,4.92072,-2.64178,1.34239,0.39610,0.33322,1.04572,3.78322,33.29127,41.32212,30.19712,1.92136,-0.03085,31.07212,33.32212,34.49712,142.54546,232.00000,76.00000,44.20393,9.54546,87.60000,133.00000,202.40000,671.33984,771.09479,385.09482,81.97321,-22.12994,587.89479,693.46979,747.89479,29.61039,180.00000,0.00000,40.91301,19.61039,0.00000,10.00000,94.00000,-311.09091,0.00000,-534.00000,170.42361,45.90909,-493.40000,-357.00000,0.00000,492.46753,890.00000,210.00000,158.21370,-37.53247,276.00000,530.00000,664.00000,-2.65116,5.99413,-15.63087,4.45407,-0.45779,-9.75587,-2.19337,2.66913,1.45253,16.85350,-7.08400,5.27236,1.16153,-4.50900,0.29100,8.91600,35.06667,57.53632,13.02996,9.63293,-0.14032,22.69502,35.20699,46.52554,77.00000,0.91281,16.70720,6.82295,1.38525,0.50658,0.00000,0.00000,0.00000,0.00000
mem9_GRPL_MAX_20160509-0000_01_04_000_02,mem9_GRPL_MAX_20160509-0000_01_04_000,2016-05-09 03:00:00,3.00000,3.00000,3.00000,-95.44086,39.49628,-15000.00000,24000.00000,12.68240,30.25647,0.00000,6.95796,0.65985,4.51136,12.02255,22.28048,14.28426,22.61467,6.16360,4.12790,-0.12358,9.05293,14.40784,19.93663,13.00987,19.75045,4.50016,3.05216,0.02265,8.98216,12.98723,16.82336,-3.50734,-1.56307,-8.54642,1.35001,-0.27074,-5.40782,-3.23660,-2.13843,0.06409,0.07110,0.04762,0.00655,-0.00023,0.05263,0.06432,0.07110,0.00104,0.01431,0.00000,0.00323,0.00104,0.00000,0.00000,0.00000,0.55049,0.74526,0.26668,0.12327,-0.02967,0.37724,0.58015,0.69163,0.00196,0.00485,0.00056,0.00078,0.00021,0.00111,0.00175,0.00295,4.37926,14.19200,0.00000,3.79920,0.55821,0.00000,3.82105,10.50763,-11.91846,-0.01786,-25.12881,6.07841,0.04081,-20.89257,-11.95927,-4.25121,5.89620,9.26429,4.02440,1.38595,0.35190,4.53028,5.54430,8.36328,51.47873,61.25871,46.52337,2.70646,0.11969,48.26254,51.35905,54.89929,-2.66447,1.81638,-5.62112,1.24593,0.08164,-4.12112,-2.74612,-1.24612,9.54905,15.72416,5.72416,1.80712,0.07489,7.53666,9.47416,11.78666,17.43426,27.96016,8.83516,4.32111,-0.52590,11.39766,17.96016,22.71016,11.69089,19.96172,-6.60078,5.91740,-1.89584,4.27422,13.58672,18.21172,36.47851,43.12603,32.25103,2.13760,0.60247,34.12603,35.87603,39.75103,79.27027,138.00000,-10.00000,24.39500,3.27027,58.00000,76.00000,108.00000,475.52832,707.48450,281.23447,106.59016,7.79385,338.10947,467.73447,625.23450,49.81982,300.00000,0.00000,69.74834,19.81982,0.00000,30.00000,160.00000,-164.33333,0.00000,-335.00000,126.32500,67.66667,-290.00000,-232.00000,0.00000,771.35138,1050.00000,0.00000,246.88869,-108.64862,360.00000,880.00000,960.00000,1.59702,12.68429,-14.94071,6.10814,-1.27477,-7.37821,2.87179,8.74679,-2.22990,14.54543,-12.82957,5.78678,-0.15034,-9.07957,-2.07957,5.10793,24.02994,43.92327,-6.36002,11.60071,-1.03137,9.53547,25.06131,38.71426,111.00000,0.48243,12.94567,11.33956,0.34351,0.77622,0.00000,0.00000,0.00000,0.00000
mem9_GRPL_MAX_20160509-0000_01_04_000_03,mem9_GRPL_MAX_20160509-0000_01_04_000,2016-05-09 04:00:00,4.00000,4.00000,4.00000,-95.33216,39.65149,24000.00000,6000.00000,20.98187,54.02958,3.84483,12.56183,2.17927,6.97881,18.80260,39.09327,11.97828,23.71825,6.08558,4.03078,0.96275,7.06489,11.01553,17.89240,11.07071,23.94915,4.56086,4.17095,0.52072,6.36294,10.54999,17.11550,-3.76148,-2.18639,-6.08282,0.68334,-0.11255,-4.54382,-3.64893,-3.12243,0.05928,0.07859,0.04308,0.00716,0.00109,0.05263,0.05818,0.07110,0.00250,0.01748,0.00000,0.00489,0.00250,0.00000,0.00000,0.01148,0.34619,0.46265,0.18618,0.06060,-0.01664,0.25824,0.36283,0.40005,0.00271,0.00555,0.00085,0.00128,0.00022,0.00100,0.00249,0.00445,7.26976,27.32804,0.00000,7.97841,4.39933,0.00885,2.87042,19.63016,-3.33866,0.00000,-10.41345,2.87385,-0.09317,-7.44730,-3.24549,-0.00366,5.34498,7.04555,3.35111,0.97168,-0.08088,3.97219,5.42586,6.53273,50.63572,59.52424,46.15567,2.94216,0.72269,47.68638,49.91303,54.55205,-6.47236,0.44863,-13.67637,3.99030,0.26651,-11.57637,-6.73887,-0.83887,6.41913,10.62550,0.81300,2.22641,0.16863,3.28800,6.25050,9.20050,9.32724,17.33195,2.83195,4.39485,0.49528,4.01945,8.83195,14.95695,9.22060,19.31966,1.38216,4.89313,-0.28656,2.78216,9.50716,15.35716,36.11792,41.25000,33.37500,2.06975,0.24293,33.75000,35.87500,39.15000,-29.88679,206.00000,-166.00000,100.56251,31.11321,-127.00000,-61.00000,118.80000,294.57578,508.36584,165.36583,110.04425,30.58493,182.24083,263.99084,482.11584,10.00000,70.00000,0.00000,16.13621,10.00000,0.00000,0.00000,30.00000,-109.81132,0.00000,-310.00000,106.83245,10.18868,-272.00000,-120.00000,0.00000,180.56604,720.00000,0.00000,199.80571,100.56604,10.00000,80.00000,534.00000,9.28349,15.91439,2.66439,3.65872,0.68160,5.17689,8.60189,13.88939,2.57494,11.45230,-5.79770,4.28599,0.31014,-3.12270,2.26480,7.97730,2.22593,15.69451,-11.64790,5.71827,0.02406,-6.50776,2.20186,9.26343,53.00000,0.75400,10.60644,6.96707,-0.10789,0.68831,0.00000,0.00000,0.00000,0.00000
mem9_GRPL_MAX_20160509-0000_01_07_001_00,mem9_GRPL_MAX_20160509-0000_01_07_001,2016-05-09 01:00:00,1.00000,1.00000,1.00000,-99.76756,39.44329,0.00000,0.00000,48.88840,118.86290,0.60506,30.06186,6.10341,12.53923,42.78499,94.21217,19.91294,28.78059,7.94502,5.53683,-1.44065,12.50150,21.35359,27.48114,23.31691,37.03887,4.08261,7.04919,-1.03424,13.54575,24.35115,31.29115,-3.87801,-1.38882,-7.51761,1.48541,-0.36710,-6.18224,-3.51091,-2.25600,0.07343,0.08687,0.05263,0.00844,-0.00516,0.06432,0.07859,0.08522,0.00757,0.01932,0.00000,0.00618,-0.00110,0.00000,0.00867,0.01581,4.84352,14.85681,0.87424,3.43440,0.86968,1.04122,3.97384,9.54777,0.00333,0.00796,0.00058,0.00148,0.00045,0.00196,0.00288,0.00529,23.07098,78.66988,0.09686,19.42074,4.25200,4.16530,18.81898,55.37968,-2.91050,0.00000,-14.57272,3.57447,-1.53369,-7.70212,-1.37681,-0.03168,11.67130,15.91031,7.94313,2.10014,-0.09474,8.88329,11.76604,14.87378,54.88090,65.46529,41.47166,4.67695,-0.02367,49.56566,54.90456,60.34606,-3.45740,-2.79538,-4.48288,0.36176,-0.09951,-3.98288,-3.35788,-3.05788,11.11005,12.96685,8.65435,1.10561,-0.10680,9.54185,11.21685,12.50435,12.27365,16.01637,10.20387,1.34622,0.31978,10.82887,11.95387,14.24137,15.49248,18.11020,12.73520,1.18558,-0.18021,13.86020,15.67270,16.91020,29.22119,30.44448,28.56948,0.48197,0.15171,28.69448,29.06948,30.04448,115.62136,138.50000,99.70000,9.67220,2.52136,105.84000,113.10000,130.65999,747.72437,865.84326,687.46826,44.66556,9.38110,700.24326,738.34326,812.51826,1712.33008,1840.00000,1630.00000,51.82502,2.33008,1642.00000,1710.00000,1788.00000,-71.45631,-38.00000,-98.00000,13.70690,2.54369,-87.00000,-74.00000,-50.00000,2145.82520,2400.00000,1780.00000,177.11017,-34.17480,1872.00000,2180.00000,2350.00000,-6.35131,5.26216,-27.73784,6.03337,-0.42597,-11.77534,-5.92534,0.26216,-2.20525,7.37302,-14.06448,3.36550,-0.64078,-7.96448,-1.56448,0.89802,54.88090,65.46529,41.47166,4.67695,-0.02367,49.56566,54.90456,60.34606,103.00000,0.50958,12.73177,10.95468,0.52292,0.66026,0.00000,0.00000,0.00000,0.00000
mem9_GRPL_MAX_20160509-0000_01_07_001_01,mem9_GRPL_MAX_20160509-0000_01_07_001,2016-05-09 02:00:00,2.00000,2.00000,2.00000,-99.41791,39.57371,24000.00000,15000.00000,69.18945,182.04042,0.23901,42.65207,6.66681,21.45512,62.52265,135.64375,22.71994,33.97777,8.93040,5.27529,-0.36234,15.61582,23.08229,29.35381,22.49492,33.45619,4.94603,6.19022,-0.97178,13.65969,23.46669,30.61166,-4.80927,-3.13127,-7.54872,0.82900,-0.06744,-5.85521,-4.74183,-3.86918,0.07380,0.08687,0.05818,0.00619,0.00270,0.06432,0.07110,0.07859,0.02584,0.05818,0.00000,0.01360,0.00223,0.01294,0.02361,0.04625,3.72152,15.06874,0.72346,3.24599,0.83856,0.88259,2.88296,8.59820,0.00404,0.00825,0.00039,0.00202,-0.00006,0.00115,0.00410,0.00658,36.87889,101.98297,0.00000,27.79888,3.61716,3.12430,33.26173,73.99578,-10.39965,0.00000,-51.84033,10.68901,-2.56958,-24.62546,-7.83007,-0.28362,13.45348,17.53518,9.34717,2.37677,-0.22831,10.19978,13.68178,16.52409,59.81150,72.67499,49.19022,4.89543,0.22974,54.18131,59.58176,65.80167,-2.59626,5.70362,-9.42138,2.77725,-0.33113,-6.26513,-2.26513,0.84112,14.95017,23.61423,2.48923,3.92913,-0.22656,9.84548,15.17673,19.34548,10.36387,32.09103,-17.28397,8.29909,-1.19591,1.24103,11.55978,16.95353,19.28370,23.54572,1.48322,4.31105,-1.76202,13.15822,21.04572,23.08947,31.48678,38.32212,27.32212,3.07739,1.10216,28.10962,30.38462,35.78462,242.86539,520.00000,139.00000,88.38194,40.86539,178.60000,202.00000,403.10000,842.77869,937.84479,390.59482,106.16632,-38.19110,691.79479,880.96979,902.64479,1869.51929,2370.00000,10.00000,537.65405,-225.48071,1199.00000,2095.00000,2244.00000,-56.50000,-11.00000,-288.00000,27.92469,-1.50000,-69.00000,-55.00000,-35.60000,2268.07690,2820.00000,20.00000,585.11676,-206.92310,1405.00000,2475.00000,2660.00000,-2.82919,35.43163,-29.50587,13.10464,-0.47957,-19.59337,-2.34962,12.55663,0.23451,26.54100,-24.58400,8.88003,-1.05649,-10.52775,1.29100,8.87850,35.99107,72.67499,-7.27611,19.18848,1.29014,11.21107,34.70093,59.57348,104.00000,0.88039,17.47919,8.28943,-0.81750,0.53333,0.00000,0.00000,0.00000,0.00000
mem9_GRPL_MAX_20160509-0000_01_07_001_02,mem9_GRPL_MAX_20160509-0000_01_07_001,2016-05-09 03:00:00,3.00000,3.00000,3.00000,-99.22798,39.56245,15000.00000,-3000.00000,62.18459,168.18445,0.00000,47.32077,15.10392,10.44822,47.08066,128.97833,23.07034,39.69041,11.01105,6.17610,-0.16834,15.42562,23.23868,30.74771,20.65087,29.89124,6.77905,5.23392,-0.64290,13.01589,21.29377,26.72842,-5.20573,-2.57832,-8.96244,1.25110,-0.19547,-6.82202,-5.01026,-3.76979,0.07338,0.08687,0.05818,0.00657,0.00228,0.06432,0.07110,0.07859,0.03934,0.07110,0.00000,0.01680,-0.00373,0.01581,0.04308,0.05818,1.14645,4.59111,0.52797,0.80289,0.30904,0.64353,0.83741,2.55695,0.00392,0.01020,0.00064,0.00198,0.00048,0.00191,0.00344,0.00700,33.36183,116.18407,0.00000,34.11253,12.89106,0.00000,20.47077,85.08974,-14.69636,0.00000,-46.73953,11.96667,-2.38772,-32.21859,-12.30864,-0.90753,12.89534,21.65208,5.78116,3.16202,0.78110,9.40980,12.11423,17.63844,60.53692,68.51004,48.86306,4.49275,-0.62841,54.03788,61.16533,65.51919,-0.76021,25.75388,-13.43362,8.69527,1.57966,-9.29612,-2.33987,8.47888,11.91289,23.91166,-5.46334,6.72087,-0.81128,3.64291,12.72416,19.90541,7.35109,26.83516,-16.97734,10.65664,-0.01532,-7.86484,7.36641,21.96016,17.79812,33.27422,-2.47578,6.99900,-0.38235,8.66172,18.18047,26.46172,34.43853,39.25103,27.62603,2.53666,-0.50000,30.63853,34.93853,37.22603,254.00000,852.00000,-474.00000,227.65118,-19.00000,6.30000,273.00000,511.10000,412.84720,667.48450,186.85947,127.42525,-33.44977,224.43447,446.29697,567.19700,1010.39215,2100.00000,0.00000,703.68347,-119.60785,23.00000,1130.00000,1838.00000,-78.06863,0.00000,-411.00000,68.64190,-11.56863,-170.60000,-66.50000,-14.10000,1640.78430,2710.00000,0.00000,887.00061,-354.21570,146.00000,1995.00000,2600.00000,-6.79304,24.74679,-36.37821,14.72276,-2.00858,-27.65946,-4.78446,11.36554,5.07178,27.92043,-11.82957,7.99830,-0.12990,-6.54207,5.20168,14.73918,13.17122,45.99180,-16.87897,14.94689,-0.26260,-7.04847,13.43382,35.20843,102.00000,0.93275,19.55331,7.04941,-1.08572,0.50000,0.00000,0.00000,0.00000,0.00000
mem9_GRPL_MAX_20160509-0000_01_07_001_03,mem9_GRPL_MAX_20160509-0000_01_07_001,2016-05-09 04:00:00,4.00000,4.00000,4.00000,-98.90795,39.49588,18000.00000,-15000.00000,32.37752,89.57896,0.00000,24.66186,7.54531,3.88405,24.83222,72.00162,19.36830,30.48589,7.92781,5.28518,-0.22948,12.31677,19.59778,26.48493,17.61880,33.59056,8.05498,5.11451,0.22960,12.32645,17.38920,24.55938,-4.63412,-2.57511,-7.77875,1.13721,-0.06381,-6.13200,-4.57031,-3.18119,0.06954,0.07859,0.05263,0.00675,-0.00156,0.05818,0.07110,0.07859,0.02271,0.05818,0.00000,0.01577,0.00338,0.00709,0.01932,0.04762,1.13104,6.65296,0.29231,1.49712,0.68443,0.35615,0.44660,3.15306,0.00257,0.00729,0.00048,0.00134,0.00021,0.00102,0.00236,0.00428,10.67321,55.39450,0.00000,12.37241,3.33141,0.13338,7.34180,22.32100,-13.00120,-0.07239,-41.73086,9.03730,-1.72535,-24.26923,-11.27585,-1.01139,11.32412,17.06678,4.42250,3.19967,0.02914,7.37427,11.29497,15.39210,58.32108,66.77368,47.57988,4.43139,-0.49468,52.17277,58.81576,64.00614,7.18180,29.13613,-7.80137,9.20859,3.10817,-3.15762,4.07363,20.59863,12.12671,27.50050,-1.68700,7.38503,0.12620,3.68800,12.00050,22.53800,2.43893,21.08195,-14.16805,9.77106,0.45072,-10.36805,1.98820,17.76320,21.27338,34.69466,2.69466,7.06711,0.14122,12.41966,21.13216,30.50091,33.49759,39.25000,26.37499,2.71979,-0.00240,30.12499,33.50000,37.42500,127.71154,419.00000,-469.00000,159.91769,-41.28846,-141.10000,169.00000,288.20000,289.19272,576.11584,157.86583,92.08979,23.32687,185.54083,265.86584,421.16584,496.82693,1760.00000,0.00000,650.15277,456.82693,0.00000,40.00000,1540.00000,-99.51923,0.00000,-490.00000,125.05676,-49.51923,-270.00000,-50.00000,0.00000,1424.51929,2650.00000,90.00000,727.29333,84.51929,410.00000,1340.00000,2450.00000,3.63735,26.85189,-36.89811,14.90799,-0.27704,-13.40436,3.91439,22.63939,-5.11921,15.45230,-22.86020,8.94471,0.27224,-16.14145,-5.39145,6.03980,21.72380,59.11457,-6.76221,13.72580,-0.15047,1.56708,21.87427,37.82809,104.00000,0.94582,23.47839,7.62317,-1.16143,0.41270,0.00000,0.00000,0.00000,0.00000
mem9_GRPL_MAX_20160509-0000_01_07_001_04,mem9_GRPL_MAX_20160509-0000_01_07_001,2016-05-09 05:00:00,5.00000,5.00000,5.00000,-98.14875,39.73298,45000.00000,15000.00000,54.62560,111.29718,0.98632,26.20296,1.77196,22.17966,52.85364,90.43166,15.81322,26.60428,7.60675,4.45545,0.31538,9.61852,15.49785,21.31320,19.82143,31.05588,8.53600,5.09911,0.25157,12.91081,19.56986,26.62894,-5.82741,-2.45007,-10.21616,1.93737,-0.00055,-8.50441,-5.82686,-3.34067,0.06565,0.07859,0.04762,0.00721,0.00134,0.05818,0.06432,0.07110,0.01178,0.05263,0.00000,0.00951,0.00007,0.00000,0.01171,0.02136,0.46777,2.95205,0.16839,0.44563,0.08726,0.31936,0.38050,0.43846,0.00413,0.00779,0.00211,0.00122,0.00022,0.00271,0.00391,0.00585,22.53074,53.43162,1.77722,15.01935,0.82632,4.17961,21.70443,42.59263,-10.30652,0.00000,-48.09732,9.76442,-2.73457,-23.85581,-7.57195,-0.95715,10.50481,13.38966,7.81904,1.35544,0.16753,8.60773,10.33728,12.45394,54.98592,69.74501,43.99622,5.31888,0.48731,48.50835,54.49861,63.05660,4.39745,8.16068,-7.52682,4.16956,-1.88822,-2.38932,6.28568,7.53568,18.10736,25.86217,1.67467,3.63814,-0.19231,15.69342,18.29967,21.99342,13.41221,23.18385,-8.94115,8.72867,-3.42789,-2.15990,16.84010,21.54010,16.00874,24.14696,10.08446,2.63031,0.26803,13.16571,15.74071,19.27196,31.84999,38.19493,27.56993,2.53299,0.53005,28.56993,31.31993,35.40743,280.37500,457.00000,108.00000,54.17922,-1.62500,230.90000,282.00000,330.10000,172.50673,450.05359,150.67859,38.28282,12.45314,153.42859,160.05359,201.75359,1091.92310,1270.00000,170.00000,200.80643,-58.07690,860.00000,1150.00000,1220.00000,-180.80769,-76.00000,-268.00000,51.74849,8.19231,-249.80000,-189.00000,-108.10000,2536.63452,2770.00000,1420.00000,223.35988,-53.36548,2258.00000,2590.00000,2737.00000,-13.01779,8.35420,-29.58330,8.54692,0.47176,-23.90205,-13.48955,-1.82705,5.38005,14.74664,-7.50336,4.45081,-0.39784,-0.25336,5.77789,10.71539,38.65745,65.85881,12.14460,14.72739,2.22218,20.42929,36.43527,60.59347,104.00000,0.95864,27.31582,7.77445,-1.10444,0.30145,0.00000,0.00000,0.00000,0.00000
