lon,lat,mask
-77.42,26.36,0
-76.61,26.26,0
-75.81,26.16,0
-75.00,26.06,0
-74.20,25.95,0
-73.39,25.83,0
-72.59,25.71,0
-71.79,25.59,0
-71.00,25.46,0
-70.20,25.33,0
-69.41,25.20,0
-68.61,25.06,0
-67.82,24.92,0
-67.03,24.77,0
-66.25,24.62,0
-65.46,24.46,0
-64.68,24.30,0
-63.90,24.14,0
-63.12,23.97,0
-136.28,22.33,0
-135.53,22.55,0
-134.77,22.76,0
-134.01,22.97,0
-133.25,23.18,0
-132.49,23.38,0
-131.72,23.58,0
-130.95,23.77,0
-130.18,23.96,0
-129.40,24.15,0
-128.63,24.33,0
-127.85,24.51,0
-127.07,24.68,0
-126.29,24.85,0
-125.50,25.01,0
-124.71,25.17,0
-123.92,25.33,0
-123.13,25.48,0
-122.34,25.63,0
-121.54,25.78,0
-120.75,25.92,0
-119.95,26.05,0
-119.15,26.18,0
-118.35,26.31,0
-117.54,26.43,0
-116.74,26.55,0
-115.93,26.67,0
-115.12,26.78,0
-114.31,26.88,0
-113.50,26.98,0
-112.69,27.08,0
-111.87,27.17,0
-111.06,27.26,0
-110.24,27.35,0
-109.42,27.43,0
-108.61,27.50,0
-107.79,27.57,0
-106.97,27.64,0
-106.14,27.70,0
-105.32,27.76,0
-104.50,27.81,0
-103.68,27.86,0
-102.85,27.91,0
-102.03,27.95,0
-101.20,27.98,0
-100.38,28.01,1
-99.55,28.04,1
-98.72,28.06,1
-97.90,28.08,1
-97.07,28.09,1
-96.24,28.10,0
-95.41,28.11,0
-94.59,28.11,0
-93.76,28.10,0
-92.93,28.09,0
-92.11,28.08,0
-91.28,28.06,0
-90.45,28.04,0
-89.63,28.01,0
-88.80,27.98,0
-87.97,27.95,0
-87.15,27.91,0
-86.33,27.86,0
-85.50,27.81,0
-84.68,27.76,0
-83.86,27.70,0
-83.04,27.64,1
-82.21,27.57,1
-81.40,27.50,1
-80.58,27.43,0
-79.76,27.35,0
-78.94,27.26,0
-78.13,27.18,0
-77.31,27.08,0
-76.50,26.99,0
-75.69,26.88,0
-74.88,26.78,0
-74.07,26.67,0
-73.26,26.55,0
-72.46,26.43,0
-71.65,26.31,0
-70.85,26.18,0
-70.05,26.05,0
-69.25,25.92,0
-68.46,25.78,0
-67.66,25.63,0
-66.87,25.48,0
-66.08,25.33,0
-65.29,25.17,0
-64.50,25.01,0
-63.72,24.85,0
-62.93,24.68,0
-136.52,23.03,0
-135.76,23.25,0
-135.00,23.46,0
-134.24,23.67,0
-133.47,23.88,0
-132.71,24.08,0
-131.93,24.28,0
-131.16,24.48,0
-130.38,24.67,0
-129.61,24.85,0
-128.83,25.04,0
-128.04,25.21,0
-127.26,25.39,0
-126.47,25.56,0
-125.68,25.73,0
-124.89,25.89,0
-124.10,26.04,0
-123.30,26.20,0
-122.50,26.35,0
-121.70,26.49,0
-120.90,26.63,0
-120.10,26.77,0
-119.29,26.90,0
-118.49,27.03,0
-117.68,27.15,0
-116.87,27.27,0
-116.06,27.39,0
-115.24,27.50,0
-114.43,27.61,0
-113.61,27.71,0
-112.79,27.81,0
-111.98,27.90,0
-111.16,27.99,0
-110.33,28.07,0
-109.51,28.15,0
-108.69,28.23,0
-107.86,28.30,0
-107.04,28.37,0
-106.21,28.43,0
-105.39,28.49,0
-104.56,28.54,0
-103.73,28.59,0
-102.90,28.64,0
-102.07,28.68,0
-101.24,28.71,0
-100.41,28.74,1
-99.58,28.77,1
-98.75,28.79,1
-97.91,28.81,1
-97.08,28.82,1
-96.25,28.83,1
-95.42,28.84,0
-94.58,28.84,0
-93.75,28.83,0
-92.92,28.82,0
-92.09,28.81,0
-91.26,28.79,0
-90.42,28.77,0
-89.59,28.74,1
-88.76,28.71,0
-87.93,28.68,0
-87.10,28.64,0
-86.27,28.59,0
-85.44,28.54,0
-84.62,28.49,0
-83.79,28.43,0
-82.96,28.37,1
-82.14,28.30,1
-81.31,28.23,1
-80.49,28.15,0
-79.67,28.07,0
-78.85,27.99,0
-78.03,27.90,0
-77.21,27.81,0
-76.39,27.71,0
-75.57,27.61,0
-74.76,27.50,0
-73.94,27.39,0
-73.13,27.27,0
-72.32,27.15,0
-71.51,27.03,0
-70.71,26.90,0
-69.90,26.77,0
-69.10,26.63,0
-68.30,26.49,0
-67.50,26.35,0
-66.70,26.20,0
-65.90,26.05,0
-65.11,25.89,0
-64.32,25.73,0
-63.53,25.56,0
-62.74,25.39,0
-136.76,23.73,0
-136.00,23.95,0
-135.24,24.16,0
-134.47,24.37,0
-133.70,24.58,0
-132.93,24.79,0
-132.15,24.99,0
-131.37,25.18,0
-130.59,25.37,0
-129.81,25.56,0
-129.03,25.74,0
-128.24,25.92,0
-127.45,26.10,0
-126.66,26.27,0
-125.86,26.44,0
-125.07,26.60,0
-124.27,26.76,0
-123.47,26.91,0
-122.67,27.06,0
-121.86,27.21,0
-121.06,27.35,0
-120.25,27.49,0
-119.44,27.62,0
-118.63,27.75,0
-117.82,27.87,0
-117.00,27.99,0
-116.18,28.11,0
-115.37,28.22,0
-114.55,28.33,0
-113.73,28.43,0
-112.90,28.53,0
-112.08,28.62,0
-111.25,28.71,0
-110.43,28.80,0
-109.60,28.88,0
-108.77,28.95,0
-107.94,29.03,0
-107.11,29.09,0
-106.28,29.16,0
-105.45,29.21,0
-104.62,29.27,1
-103.78,29.32,1
-102.95,29.36,0
-102.11,29.40,1
-101.28,29.44,1
-100.44,29.47,1
-99.61,29.50,1
-98.77,29.52,1
-97.93,29.54,1
-97.09,29.55,1
-96.26,29.56,1
-95.42,29.57,1
-94.58,29.57,1
-93.74,29.56,1
-92.91,29.55,1
-92.07,29.54,1
-91.23,29.52,1
-90.40,29.50,1
-89.56,29.47,0
-88.72,29.44,0
-87.89,29.40,0
-87.05,29.36,0
-86.22,29.32,0
-85.38,29.27,0
-84.55,29.21,0
-83.72,29.16,1
-82.89,29.09,1
-82.06,29.03,1
-81.23,28.95,0
-80.40,28.88,0
-79.57,28.80,0
-78.75,28.71,0
-77.92,28.62,0
-77.10,28.53,0
-76.28,28.43,0
-75.45,28.33,0
-74.63,28.22,0
-73.82,28.11,0
-73.00,27.99,0
-72.19,27.87,0
-71.37,27.75,0
-70.56,27.62,0
-69.75,27.49,0
-68.94,27.35,0
-68.14,27.21,0
-67.33,27.06,0
-66.53,26.91,0
-65.73,26.76,0
-64.93,26.60,0
-64.14,26.44,0
-63.34,26.27,0
-62.55,26.10,0
-137.01,24.42,0
-136.24,24.64,0
-135.47,24.86,0
-134.70,25.07,0
-133.93,25.28,0
-133.15,25.49,0
-132.37,25.69,0
-131.59,25.89,0
-130.80,26.08,0
-130.02,26.27,0
-129.23,26.45,0
-128.44,26.63,0
-127.64,26.81,0
-126.85,26.98,0
-126.05,27.15,0
-125.25,27.31,0
-124.45,27.47,0
-123.64,27.63,0
-122.84,27.78,0
-122.03,27.92,0
-121.22,28.07,0
-120.40,28.21,0
-119.59,28.34,0
-118.77,28.47,0
-117.95,28.59,0
-117.14,28.71,0
-116.31,28.83,0
-115.49,28.94,0
-114.67,29.05,0
-113.84,29.15,0
-113.01,29.25,0
-112.18,29.35,0
-111.35,29.44,0
-110.52,29.52,0
-109.69,29.60,0
-108.86,29.68,0
-108.02,29.75,0
-107.19,29.82,0
-106.35,29.88,0
-105.51,29.94,0
-104.68,30.00,1
-103.84,30.04,1
-103.00,30.09,1
-102.16,30.13,1
-101.32,30.17,1
-100.48,30.20,1
-99.63,30.23,1
-98.79,30.25,1
-97.95,30.27,1
-97.11,30.28,1
-96.26,30.29,1
-95.42,30.29,1
-94.58,30.29,1
-93.74,30.29,1
-92.89,30.28,1
-92.05,30.27,1
-91.21,30.25,1
-90.37,30.23,1
-89.53,30.20,1
-88.68,30.17,1
-87.84,30.13,1
-87.00,30.09,0
-86.16,30.04,1
-85.33,30.00,1
-84.49,29.94,1
-83.65,29.88,1
-82.81,29.82,1
-81.98,29.75,1
-81.14,29.68,0
-80.31,29.60,0
-79.48,29.52,0
-78.65,29.44,0
-77.82,29.35,0
-76.99,29.25,0
-76.16,29.15,0
-75.33,29.05,0
-74.51,28.94,0
-73.69,28.83,0
-72.87,28.71,0
-72.05,28.59,0
-71.23,28.47,0
-70.41,28.34,0
-69.60,28.21,0
-68.79,28.07,0
-67.97,27.93,0
-67.17,27.78,0
-66.36,27.63,0
-65.55,27.47,0
-64.75,27.31,0
-63.95,27.15,0
-63.15,26.98,0
-62.36,26.81,0
-137.25,25.12,0
-136.48,25.34,0
-135.71,25.56,0
-134.93,25.77,0
-134.16,25.98,0
-133.38,26.19,0
-132.59,26.39,0
-131.81,26.59,0
-131.02,26.78,0
-130.23,26.97,0
-129.43,27.16,0
-128.64,27.34,0
-127.84,27.52,0
-127.04,27.69,0
-126.24,27.86,0
-125.43,28.02,0
-124.63,28.18,0
-123.82,28.34,0
-123.00,28.49,0
-122.19,28.64,0
-121.38,28.78,0
-120.56,28.92,0
-119.74,29.06,0
-118.92,29.19,0
-118.10,29.31,0
-117.27,29.43,0
-116.45,29.55,0
-115.62,29.66,0
-114.79,29.77,0
-113.96,29.87,0
-113.12,29.97,0
-112.29,30.07,0
-111.46,30.16,0
-110.62,30.25,0
-109.78,30.33,0
-108.94,30.40,0
-108.10,30.48,0
-107.26,30.54,0
-106.42,30.61,0
-105.58,30.67,1
-104.74,30.72,1
-103.89,30.77,1
-103.05,30.82,1
-102.20,30.86,1
-101.36,30.89,1
-100.51,30.93,1
-99.66,30.95,1
-98.82,30.98,1
-97.97,30.99,1
-97.12,31.01,1
-96.27,31.02,1
-95.42,31.02,1
-94.58,31.02,1
-93.73,31.02,1
-92.88,31.01,1
-92.03,30.99,1
-91.19,30.98,1
-90.34,30.95,1
-89.49,30.93,1
-88.65,30.89,1
-87.80,30.86,1
-86.95,30.82,1
-86.11,30.77,1
-85.26,30.72,1
-84.42,30.67,1
-83.58,30.61,1
-82.74,30.54,1
-81.90,30.48,0
-81.06,30.40,0
-80.22,30.33,0
-79.38,30.25,0
-78.55,30.16,0
-77.71,30.07,0
-76.88,29.97,0
-76.04,29.88,0
-75.21,29.77,0
-74.38,29.66,0
-73.56,29.55,0
-72.73,29.43,0
-71.91,29.31,0
-71.08,29.19,0
-70.26,29.06,0
-69.44,28.92,0
-68.63,28.78,0
-67.81,28.64,0
-67.00,28.49,0
-66.19,28.34,0
-65.38,28.18,0
-64.57,28.02,0
-63.76,27.86,0
-62.96,27.69,0
-62.16,27.52,0
-137.50,25.81,0
-136.73,26.04,0
-135.95,26.26,0
-135.17,26.47,0
-134.39,26.68,0
-133.60,26.89,0
-132.82,27.09,0
-132.03,27.29,0
-131.23,27.49,0
-130.44,27.68,0
-129.64,27.87,0
-128.84,28.05,0
-128.04,28.23,0
-127.23,28.40,0
-126.43,28.57,0
-125.62,28.74,0
-124.81,28.90,0
-123.99,29.05,0
-123.18,29.21,0
-122.36,29.35,0
-121.54,29.50,0
-120.72,29.64,0
-119.89,29.77,0
-119.07,29.90,0
-118.24,30.03,0
-117.41,30.15,0
-116.58,30.27,0
-115.75,30.38,0
-114.91,30.49,0
-114.07,30.60,0
-113.24,30.70,0
-112.40,30.79,0
-111.56,30.88,0
-110.72,30.97,1
-109.87,31.05,1
-109.03,31.13,1
-108.19,31.20,0
-107.34,31.27,0
-106.49,31.33,1
-105.65,31.39,1
-104.80,31.45,1
-103.95,31.50,1
-103.10,31.54,1
-102.25,31.58,1
-101.40,31.62,1
-100.54,31.65,1
-99.69,31.68,1
-98.84,31.70,1
-97.99,31.72,1
-97.13,31.73,1
-96.28,31.74,1
-95.43,31.75,1
-94.57,31.75,1
-93.72,31.74,1
-92.87,31.73,1
-92.01,31.72,1
-91.16,31.70,1
-90.31,31.68,1
-89.46,31.65,1
-88.61,31.62,1
-87.75,31.58,1
-86.90,31.54,1
-86.05,31.50,1
-85.20,31.45,1
-84.36,31.39,1
-83.51,31.33,1
-82.66,31.27,1
-81.82,31.20,1
-80.97,31.13,0
-80.13,31.05,0
-79.28,30.97,0
-78.44,30.88,0
-77.60,30.79,0
-76.76,30.70,0
-75.93,30.60,0
-75.09,30.49,0
-74.26,30.38,0
-73.42,30.27,0
-72.59,30.15,0
-71.76,30.03,0
-70.94,29.90,0
-70.11,29.77,0
-69.29,29.64,0
-68.46,29.50,0
-67.64,29.35,0
-66.83,29.21,0
-66.01,29.05,0
-65.20,28.90,0
-64.38,28.74,0
-63.57,28.57,0
-62.77,28.40,0
-61.96,28.23,0
-137.75,26.51,0
-136.97,26.73,0
-136.19,26.95,0
-135.41,27.17,0
-134.62,27.38,0
-133.84,27.59,0
-133.04,27.80,0
-132.25,28.00,0
-131.45,28.19,0
-130.65,28.38,0
-129.85,28.57,0
-129.05,28.76,0
-128.24,28.93,0
-127.43,29.11,0
-126.62,29.28,0
-125.81,29.45,0
-124.99,29.61,0
-124.17,29.77,0
-123.35,29.92,0
-122.53,30.07,0
-121.70,30.21,0
-120.87,30.35,0
-120.05,30.49,0
-119.22,30.62,0
-118.38,30.75,0
-117.55,30.87,0
-116.71,30.99,0
-115.87,31.10,0
-115.04,31.21,0
-114.19,31.32,0
-113.35,31.42,0
-112.51,31.51,1
-111.66,31.60,1
-110.82,31.69,1
-109.97,31.77,1
-109.12,31.85,1
-108.27,31.92,1
-107.42,31.99,1
-106.57,32.05,1
-105.71,32.11,1
-104.86,32.17,1
-104.00,32.22,1
-103.15,32.27,1
-102.29,32.31,1
-101.44,32.34,1
-100.58,32.38,1
-99.72,32.40,1
-98.86,32.43,1
-98.01,32.44,1
-97.15,32.46,1
-96.29,32.47,1
-95.43,32.47,1
-94.57,32.47,1
-93.71,32.47,1
-92.85,32.46,1
-92.00,32.44,1
-91.14,32.43,1
-90.28,32.40,1
-89.42,32.38,1
-88.56,32.34,1
-87.71,32.31,1
-86.85,32.27,1
-86.00,32.22,1
-85.14,32.17,1
-84.29,32.11,1
-83.44,32.05,1
-82.58,31.99,1
-81.73,31.92,1
-80.88,31.85,0
-80.03,31.77,0
-79.19,31.69,0
-78.34,31.60,0
-77.49,31.51,0
-76.65,31.42,0
-75.81,31.32,0
-74.97,31.21,0
-74.13,31.10,0
-73.29,30.99,0
-72.45,30.87,0
-71.62,30.75,0
-70.79,30.62,0
-69.96,30.49,0
-69.13,30.35,0
-68.30,30.21,0
-67.47,30.07,0
-66.65,29.92,0
-65.83,29.77,0
-65.01,29.61,0
-64.20,29.45,0
-63.38,29.28,0
-62.57,29.11,0
-61.76,28.93,0
-138.01,27.20,0
-137.23,27.43,0
-136.44,27.65,0
-135.65,27.87,0
-134.86,28.08,0
-134.07,28.29,0
-133.27,28.50,0
-132.48,28.70,0
-131.67,28.90,0
-130.87,29.09,0
-130.06,29.28,0
-129.26,29.46,0
-128.44,29.64,0
-127.63,29.82,0
-126.81,29.99,0
-125.99,30.16,0
-125.17,30.32,0
-124.35,30.48,0
-123.52,30.63,0
-122.70,30.78,0
-121.87,30.93,0
-121.04,31.07,0
-120.20,31.20,0
-119.37,31.34,0
-118.53,31.46,0
-117.69,31.59,0
-116.85,31.70,0
-116.01,31.82,0
-115.16,31.93,0
-114.31,32.03,1
-113.47,32.13,1
-112.62,32.23,1
-111.77,32.32,1
-110.92,32.41,1
-110.06,32.49,1
-109.21,32.57,1
-108.35,32.64,1
-107.50,32.71,1
-106.64,32.78,1
-105.78,32.84,1
-104.92,32.89,1
-104.06,32.94,1
-103.20,32.99,1
-102.34,33.03,1
-101.48,33.07,1
-100.62,33.10,1
-99.75,33.13,1
-98.89,33.15,1
-98.03,33.17,1
-97.16,33.18,1
-96.30,33.19,1
-95.43,33.20,1
-94.57,33.20,1
-93.70,33.19,1
-92.84,33.18,1
-91.98,33.17,1
-91.11,33.15,1
-90.25,33.13,1
-89.39,33.10,1
-88.52,33.07,1
-87.66,33.03,1
-86.80,32.99,1
-85.94,32.94,1
-85.08,32.89,1
-84.22,32.84,1
-83.36,32.78,1
-82.50,32.71,1
-81.65,32.64,1
-80.79,32.57,1
-79.94,32.49,0
-79.09,32.41,0
-78.23,32.32,0
-77.38,32.23,0
-76.53,32.13,0
-75.69,32.03,0
-74.84,31.93,0
-74.00,31.82,0
-73.15,31.70,0
-72.31,31.59,0
-71.47,31.46,0
-70.64,31.34,0
-69.80,31.20,0
-68.97,31.07,0
-68.13,30.93,0
-67.30,30.78,0
-66.48,30.63,0
-65.65,30.48,0
-64.83,30.32,0
-64.01,30.16,0
-63.19,29.99,0
-62.37,29.82,0
-61.56,29.64,0
-138.26,27.90,0
-137.48,28.12,0
-136.69,28.35,0
-135.90,28.57,0
-135.10,28.78,0
-134.31,28.99,0
-133.51,29.20,0
-132.70,29.40,0
-131.90,29.60,0
-131.09,29.79,0
-130.28,29.98,0
-129.47,30.17,0
-128.65,30.35,0
-127.83,30.52,0
-127.01,30.70,0
-126.19,30.86,0
-125.36,31.03,0
-124.53,31.19,0
-123.70,31.34,0
-122.87,31.49,0
-122.04,31.64,0
-121.20,31.78,0
-120.36,31.92,0
-119.52,32.05,0
-118.68,32.18,0
-117.83,32.30,0
-116.99,32.42,1
-116.14,32.53,1
-115.29,32.65,1
-114.44,32.75,1
-113.58,32.85,1
-112.73,32.95,1
-111.87,33.04,1
-111.02,33.13,1
-110.16,33.21,1
-109.30,33.29,1
-108.44,33.36,1
-107.58,33.43,1
-106.71,33.50,1
-105.85,33.56,1
-104.99,33.61,1
-104.12,33.66,1
-103.25,33.71,1
-102.39,33.75,1
-101.52,33.79,1
-100.65,33.82,1
-99.78,33.85,1
-98.91,33.87,1
-98.04,33.89,1
-97.18,33.90,1
-96.31,33.91,1
-95.44,33.92,1
-94.57,33.92,1
-93.70,33.91,1
-92.83,33.90,1
-91.96,33.89,1
-91.09,33.87,1
-90.22,33.85,1
-89.35,33.82,1
-88.48,33.79,1
-87.61,33.75,1
-86.75,33.71,1
-85.88,33.66,1
-85.02,33.61,1
-84.15,33.56,1
-83.29,33.50,1
-82.42,33.43,1
-81.56,33.36,1
-80.70,33.29,1
-79.84,33.21,1
-78.98,33.13,0
-78.13,33.04,0
-77.27,32.95,0
-76.42,32.85,0
-75.56,32.75,0
-74.71,32.65,0
-73.86,32.54,0
-73.02,32.42,0
-72.17,32.30,0
-71.32,32.18,0
-70.48,32.05,0
-69.64,31.92,0
-68.80,31.78,0
-67.97,31.64,0
-67.13,31.49,0
-66.30,31.34,0
-65.47,31.19,0
-64.64,31.03,0
-63.81,30.86,0
-62.99,30.70,0
-62.17,30.52,0
-61.35,30.35,0
-138.53,28.59,0
-137.74,28.82,0
-136.94,29.04,0
-136.15,29.26,0
-135.35,29.48,0
-134.55,29.69,0
-133.74,29.90,0
-132.93,30.10,0
-132.12,30.30,0
-131.31,30.49,0
-130.50,30.68,0
-129.68,30.87,0
-128.86,31.05,0
-128.03,31.23,0
-127.21,31.40,0
-126.38,31.57,0
-125.55,31.74,0
-124.72,31.90,0
-123.88,32.05,0
-123.04,32.20,0
-122.21,32.35,0
-121.36,32.49,0
-120.52,32.63,0
-119.67,32.76,0
-118.83,32.89,0
-117.98,33.01,0
-117.13,33.13,1
-116.27,33.25,1
-115.42,33.36,1
-114.56,33.47,1
-113.70,33.57,1
-112.84,33.67,1
-111.98,33.76,1
-111.12,33.85,1
-110.26,33.93,1
-109.39,34.01,1
-108.52,34.08,1
-107.66,34.15,1
-106.79,34.22,1
-105.92,34.28,1
-105.05,34.33,1
-104.18,34.38,1
-103.31,34.43,1
-102.43,34.47,1
-101.56,34.51,1
-100.69,34.54,1
-99.81,34.57,1
-98.94,34.59,1
-98.06,34.61,1
-97.19,34.63,1
-96.31,34.63,1
-95.44,34.64,1
-94.56,34.64,1
-93.69,34.63,1
-92.81,34.63,1
-91.94,34.61,1
-91.06,34.59,1
-90.19,34.57,1
-89.31,34.54,1
-88.44,34.51,1
-87.57,34.47,1
-86.69,34.43,1
-85.82,34.38,1
-84.95,34.33,1
-84.08,34.28,1
-83.21,34.22,1
-82.34,34.15,1
-81.48,34.08,1
-80.61,34.01,1
-79.75,33.93,1
-78.88,33.85,1
-78.02,33.76,0
-77.16,33.67,0
-76.30,33.57,0
-75.44,33.47,0
-74.58,33.36,0
-73.73,33.25,0
-72.88,33.13,0
-72.02,33.02,0
-71.17,32.89,0
-70.33,32.76,0
-69.48,32.63,0
-68.64,32.49,0
-67.80,32.35,0
-66.96,32.20,0
-66.12,32.05,0
-65.28,31.90,0
-64.45,31.74,0
-63.62,31.57,0
-62.79,31.40,0
-61.97,31.23,0
-61.14,31.05,0
-138.79,29.28,0
-138.00,29.51,0
-137.20,29.74,0
-136.40,29.96,0
-135.60,30.17,0
-134.79,30.39,0
-133.98,30.59,0
-133.17,30.80,0
-132.35,31.00,0
-131.54,31.19,0
-130.72,31.39,0
-129.89,31.57,0
-129.07,31.76,0
-128.24,31.93,0
-127.41,32.11,0
-126.58,32.28,0
-125.74,32.44,0
-124.90,32.60,0
-124.06,32.76,0
-123.22,32.91,0
-122.38,33.06,0
-121.53,33.20,0
-120.68,33.34,0
-119.83,33.47,0
-118.98,33.60,0
-118.12,33.73,1
-117.27,33.85,1
-116.41,33.96,1
-115.55,34.07,1
-114.69,34.18,1
-113.82,34.28,1
-112.96,34.38,1
-112.09,34.47,1
-111.22,34.56,1
-110.35,34.65,1
-109.48,34.72,1
-108.61,34.80,1
-107.74,34.87,1
-106.87,34.93,1
-105.99,34.99,1
-105.11,35.05,1
-104.24,35.10,1
-103.36,35.15,1
-102.48,35.19,1
-101.60,35.23,1
-100.72,35.26,1
-99.84,35.29,1
-98.96,35.31,1
-98.08,35.33,1
-97.20,35.34,1
-96.32,35.35,1
-95.44,35.36,1
-94.56,35.36,1
-93.68,35.35,1
-92.80,35.34,1
-91.92,35.33,1
-91.04,35.31,1
-90.16,35.29,1
-89.28,35.26,1
-88.40,35.23,1
-87.52,35.19,1
-86.64,35.15,1
-85.76,35.10,1
-84.89,35.05,1
-84.01,35.00,1
-83.14,34.93,1
-82.26,34.87,1
-81.39,34.80,1
-80.52,34.72,1
-79.65,34.65,1
-78.78,34.56,1
-77.91,34.47,1
-77.04,34.38,0
-76.18,34.28,0
-75.32,34.18,0
-74.45,34.07,0
-73.59,33.96,0
-72.73,33.85,0
-71.88,33.73,0
-71.02,33.60,0
-70.17,33.47,0
-69.32,33.34,0
-68.47,33.20,0
-67.62,33.06,0
-66.78,32.91,0
-65.94,32.76,0
-65.10,32.60,0
-64.26,32.44,0
-63.42,32.28,0
-62.59,32.11,0
-61.76,31.93,0
-60.93,31.76,0
-139.06,29.97,0
-138.26,30.20,0
-137.46,30.43,0
-136.65,30.65,0
-135.84,30.87,0
-135.03,31.08,0
-134.22,31.29,0
-133.41,31.50,0
-132.59,31.70,0
-131.76,31.89,0
-130.94,32.09,0
-130.11,32.27,0
-129.28,32.46,0
-128.45,32.64,0
-127.61,32.81,0
-126.78,32.98,0
-125.94,33.15,0
-125.09,33.31,0
-124.25,33.47,0
-123.40,33.62,0
-122.55,33.77,0
-121.70,33.91,0
-120.85,34.05,0
-119.99,34.18,1
-119.13,34.31,1
-118.27,34.44,1
-117.41,34.56,1
-116.55,34.68,1
-115.68,34.79,1
-114.81,34.89,1
-113.94,35.00,1
-113.07,35.09,1
-112.20,35.19,1
-111.33,35.28,1
-110.45,35.36,1
-109.58,35.44,1
-108.70,35.51,1
-107.82,35.58,1
-106.94,35.65,1
-106.06,35.71,1
-105.18,35.77,1
-104.30,35.82,1
-103.42,35.87,1
-102.53,35.91,1
-101.65,35.95,1
-100.76,35.98,1
-99.88,36.01,1
-98.99,36.03,1
-98.10,36.05,1
-97.22,36.06,1
-96.33,36.07,1
-95.44,36.08,1
-94.56,36.08,1
-93.67,36.07,1
-92.78,36.06,1
-91.90,36.05,1
-91.01,36.03,1
-90.13,36.01,1
-89.24,35.98,1
-88.35,35.95,1
-87.47,35.91,1
-86.59,35.87,1
-85.70,35.82,1
-84.82,35.77,1
-83.94,35.71,1
-83.06,35.65,1
-82.18,35.58,1
-81.30,35.51,1
-80.42,35.44,1
-79.55,35.36,1
-78.67,35.28,1
-77.80,35.19,1
-76.93,35.09,0
-76.06,35.00,0
-75.19,34.89,0
-74.32,34.79,0
-73.46,34.68,0
-72.59,34.56,0
-71.73,34.44,0
-70.87,34.31,0
-70.01,34.18,0
-69.16,34.05,0
-68.30,33.91,0
-67.45,33.77,0
-66.60,33.62,0
-65.75,33.47,0
-64.91,33.31,0
-64.06,33.15,0
-63.22,32.98,0
-62.39,32.81,0
-61.55,32.64,0
-60.72,32.46,0
-139.33,30.66,0
-138.52,30.89,0
-137.72,31.12,0
-136.91,31.34,0
-136.10,31.56,0
-135.28,31.78,0
-134.47,31.99,0
-133.64,32.19,0
-132.82,32.39,0
-131.99,32.59,0
-131.17,32.79,0
-130.33,32.97,0
-129.50,33.16,0
-128.66,33.34,0
-127.82,33.51,0
-126.98,33.68,0
-126.13,33.85,0
-125.29,34.01,0
-124.44,34.17,0
-123.58,34.32,0
-122.73,34.47,0
-121.87,34.62,0
-121.01,34.76,1
-120.15,34.89,1
-119.29,35.02,1
-118.42,35.15,1
-117.55,35.27,1
-116.69,35.39,1
-115.81,35.50,1
-114.94,35.61,1
-114.07,35.71,1
-113.19,35.81,1
-112.31,35.90,1
-111.43,35.99,1
-110.55,36.07,1
-109.67,36.15,1
-108.79,36.23,1
-107.91,36.30,1
-107.02,36.36,1
-106.13,36.43,1
-105.25,36.48,1
-104.36,36.53,1
-103.47,36.58,1
-102.58,36.62,1
-101.69,36.66,1
-100.80,36.69,1
-99.91,36.72,1
-99.02,36.75,1
-98.12,36.76,1
-97.23,36.78,1
-96.34,36.79,1
-95.45,36.79,1
-94.55,36.79,1
-93.66,36.79,1
-92.77,36.78,1
-91.88,36.76,1
-90.98,36.75,1
-90.09,36.72,1
-89.20,36.69,1
-88.31,36.66,1
-87.42,36.62,1
-86.53,36.58,1
-85.64,36.53,1
-84.75,36.48,1
-83.87,36.43,1
-82.98,36.36,1
-82.10,36.30,1
-81.21,36.23,1
-80.33,36.15,1
-79.45,36.07,1
-78.57,35.99,1
-77.69,35.90,1
-76.81,35.81,0
-75.93,35.71,0
-75.06,35.61,0
-74.19,35.50,0
-73.32,35.39,0
-72.45,35.27,0
-71.58,35.15,0
-70.71,35.02,0
-69.85,34.89,0
-68.99,34.76,0
-68.13,34.62,0
-67.27,34.47,0
-66.42,34.32,0
-65.57,34.17,0
-64.72,34.01,0
-63.87,33.85,0
-63.02,33.68,0
-62.18,33.51,0
-61.34,33.34,0
-60.50,33.16,0
-139.60,31.35,0
-138.79,31.58,0
-137.98,31.81,0
-137.17,32.03,0
-136.35,32.25,0
-135.53,32.47,0
-134.71,32.68,0
-133.89,32.89,0
-133.06,33.09,0
-132.23,33.29,0
-131.39,33.48,0
-130.56,33.67,0
-129.72,33.86,0
-128.88,34.04,0
-128.03,34.21,0
-127.18,34.39,0
-126.33,34.55,0
-125.48,34.72,0
-124.62,34.87,0
-123.77,35.03,0
-122.91,35.18,0
-122.04,35.32,0
-121.18,35.46,1
-120.31,35.60,1
-119.44,35.73,1
-118.57,35.85,1
-117.70,35.98,1
-116.83,36.09,1
-115.95,36.21,1
-115.07,36.31,1
-114.19,36.42,1
-113.31,36.52,1
-112.43,36.61,1
-111.54,36.70,1
-110.66,36.78,1
-109.77,36.86,1
-108.88,36.94,1
-107.99,37.01,1
-107.10,37.08,1
-106.21,37.14,1
-105.32,37.19,1
-104.42,37.25,1
-103.53,37.29,1
-102.63,37.34,1
-101.73,37.37,1
-100.84,37.41,1
-99.94,37.44,1
-99.04,37.46,1
-98.15,37.48,1
-97.25,37.49,1
-96.35,37.50,1
-95.45,37.51,1
-94.55,37.51,1
-93.65,37.50,1
-92.75,37.49,1
-91.86,37.48,1
